"","tW","tP","tF","tH","tL","Tajima","fuf","fud","fayh","zeng","nSites"
"1","3.820 (0.613, 9.753)","0.255 (0.024, 0.699)","17.283 (3.316, 43.910)","0.096 (0.000, 1.082)","0.175 (0.012, 0.767)","-2.313 (-2.678, -1.506)","-5.664 (-7.443, -3.363)","-6.435 (-9.467, -3.453)","0.004 (-0.015, 0.007)","-0.367 (-0.392, -0.292)","291.643 (79.000, 727.675)"
